ID,Class
image_50.jpg,normal
image_585.jpg,pituitary_tumor
image_83.jpg,glioma_tumor
image_306.jpg,glioma_tumor
image_110.jpg,glioma_tumor
image_609.jpg,glioma_tumor
image_269.jpg,pituitary_tumor
image_354.jpg,glioma_tumor
image_329.jpg,meningioma_tumor
image_534.jpg,meningioma_tumor
image_282.jpg,pituitary_tumor
image_488.jpg,normal
image_235.jpg,meningioma_tumor
image_132.jpg,glioma_tumor
image_3.jpg,pituitary_tumor
image_228.jpg,pituitary_tumor
image_579.jpg,meningioma_tumor
image_427.jpg,meningioma_tumor
image_185.jpg,meningioma_tumor
image_399.jpg,glioma_tumor
image_375.jpg,glioma_tumor
image_79.jpg,glioma_tumor
image_248.jpg,normal
image_56.jpg,meningioma_tumor
image_221.jpg,glioma_tumor
image_524.jpg,glioma_tumor
image_249.jpg,pituitary_tumor
image_383.jpg,normal
image_500.jpg,glioma_tumor
image_553.jpg,meningioma_tumor
image_40.jpg,meningioma_tumor
image_146.jpg,pituitary_tumor
image_378.jpg,meningioma_tumor
image_78.jpg,meningioma_tumor
image_119.jpg,meningioma_tumor
image_401.jpg,glioma_tumor
image_149.jpg,meningioma_tumor
image_332.jpg,glioma_tumor
image_133.jpg,pituitary_tumor
image_216.jpg,pituitary_tumor
image_573.jpg,meningioma_tumor
image_438.jpg,pituitary_tumor
image_87.jpg,pituitary_tumor
image_322.jpg,pituitary_tumor
image_337.jpg,pituitary_tumor
image_77.jpg,meningioma_tumor
image_236.jpg,glioma_tumor
image_486.jpg,glioma_tumor
image_278.jpg,normal
image_11.jpg,glioma_tumor
image_209.jpg,meningioma_tumor
image_466.jpg,glioma_tumor
image_394.jpg,pituitary_tumor
image_347.jpg,normal
image_605.jpg,glioma_tumor
image_31.jpg,normal
image_576.jpg,glioma_tumor
image_205.jpg,meningioma_tumor
image_312.jpg,meningioma_tumor
image_512.jpg,meningioma_tumor
image_141.jpg,pituitary_tumor
image_474.jpg,pituitary_tumor
image_580.jpg,glioma_tumor
image_57.jpg,normal
image_617.jpg,normal
image_506.jpg,pituitary_tumor
image_229.jpg,meningioma_tumor
image_210.jpg,glioma_tumor
image_25.jpg,glioma_tumor
image_479.jpg,pituitary_tumor
image_369.jpg,normal
image_362.jpg,glioma_tumor
image_364.jpg,pituitary_tumor
image_469.jpg,meningioma_tumor
image_71.jpg,glioma_tumor
image_353.jpg,pituitary_tumor
image_177.jpg,meningioma_tumor
image_618.jpg,pituitary_tumor
image_61.jpg,glioma_tumor
image_602.jpg,glioma_tumor
image_102.jpg,glioma_tumor
image_204.jpg,meningioma_tumor
image_591.jpg,glioma_tumor
image_91.jpg,meningioma_tumor
image_540.jpg,meningioma_tumor
image_471.jpg,glioma_tumor
image_570.jpg,pituitary_tumor
image_30.jpg,meningioma_tumor
image_111.jpg,pituitary_tumor
image_510.jpg,meningioma_tumor
image_213.jpg,glioma_tumor
image_545.jpg,pituitary_tumor
image_323.jpg,meningioma_tumor
image_290.jpg,pituitary_tumor
image_530.jpg,pituitary_tumor
image_463.jpg,glioma_tumor
image_453.jpg,meningioma_tumor
image_156.jpg,pituitary_tumor
image_82.jpg,pituitary_tumor
image_251.jpg,pituitary_tumor
image_597.jpg,pituitary_tumor
image_239.jpg,normal
image_406.jpg,meningioma_tumor
image_64.jpg,normal
image_272.jpg,normal
image_73.jpg,glioma_tumor
image_257.jpg,glioma_tumor
image_555.jpg,normal
image_336.jpg,normal
image_581.jpg,meningioma_tumor
image_400.jpg,glioma_tumor
image_261.jpg,glioma_tumor
image_136.jpg,meningioma_tumor
image_341.jpg,pituitary_tumor
image_603.jpg,pituitary_tumor
image_212.jpg,pituitary_tumor
image_542.jpg,pituitary_tumor
image_300.jpg,glioma_tumor
image_481.jpg,glioma_tumor
image_7.jpg,normal
image_105.jpg,glioma_tumor
image_115.jpg,meningioma_tumor
image_159.jpg,glioma_tumor
image_182.jpg,meningioma_tumor
image_532.jpg,pituitary_tumor
image_365.jpg,glioma_tumor
image_178.jpg,meningioma_tumor
image_596.jpg,meningioma_tumor
image_200.jpg,glioma_tumor
image_422.jpg,meningioma_tumor
image_301.jpg,normal
image_409.jpg,glioma_tumor
image_397.jpg,glioma_tumor
image_287.jpg,pituitary_tumor
image_258.jpg,glioma_tumor
image_260.jpg,meningioma_tumor
image_613.jpg,meningioma_tumor
image_43.jpg,pituitary_tumor
image_74.jpg,glioma_tumor
image_538.jpg,glioma_tumor
image_67.jpg,meningioma_tumor
image_12.jpg,glioma_tumor
image_164.jpg,meningioma_tumor
image_444.jpg,glioma_tumor
image_211.jpg,pituitary_tumor
image_333.jpg,meningioma_tumor
image_84.jpg,normal
image_279.jpg,normal
image_449.jpg,pituitary_tumor
image_80.jpg,normal
image_24.jpg,pituitary_tumor
image_288.jpg,glioma_tumor
image_302.jpg,meningioma_tumor
image_281.jpg,glioma_tumor
image_245.jpg,meningioma_tumor
image_291.jpg,meningioma_tumor
image_330.jpg,meningioma_tumor
image_138.jpg,pituitary_tumor
image_189.jpg,glioma_tumor
image_166.jpg,glioma_tumor
image_297.jpg,meningioma_tumor
image_10.jpg,pituitary_tumor
image_197.jpg,pituitary_tumor
image_232.jpg,pituitary_tumor
image_320.jpg,meningioma_tumor
image_607.jpg,glioma_tumor
image_266.jpg,glioma_tumor
image_85.jpg,meningioma_tumor
image_175.jpg,meningioma_tumor
image_548.jpg,meningioma_tumor
image_219.jpg,pituitary_tumor
image_317.jpg,pituitary_tumor
image_491.jpg,meningioma_tumor
image_391.jpg,normal
image_214.jpg,glioma_tumor
image_154.jpg,pituitary_tumor
image_76.jpg,meningioma_tumor
image_93.jpg,meningioma_tumor
image_431.jpg,normal
image_69.jpg,pituitary_tumor
image_16.jpg,normal
image_193.jpg,normal
image_376.jpg,glioma_tumor
image_89.jpg,glioma_tumor
image_519.jpg,pituitary_tumor
image_118.jpg,glioma_tumor
image_410.jpg,pituitary_tumor
image_435.jpg,meningioma_tumor
image_34.jpg,glioma_tumor
image_1.jpg,meningioma_tumor
image_614.jpg,pituitary_tumor
image_554.jpg,meningioma_tumor
image_370.jpg,pituitary_tumor
image_356.jpg,glioma_tumor
image_454.jpg,pituitary_tumor
image_552.jpg,glioma_tumor
image_23.jpg,pituitary_tumor
image_473.jpg,pituitary_tumor
image_117.jpg,meningioma_tumor
image_90.jpg,meningioma_tumor
image_183.jpg,normal
image_496.jpg,glioma_tumor
image_412.jpg,glioma_tumor
image_19.jpg,glioma_tumor
image_429.jpg,pituitary_tumor
image_536.jpg,normal
image_145.jpg,pituitary_tumor
image_303.jpg,normal
image_568.jpg,pituitary_tumor
image_559.jpg,meningioma_tumor
image_426.jpg,pituitary_tumor
image_273.jpg,normal
image_262.jpg,pituitary_tumor
image_363.jpg,glioma_tumor
image_430.jpg,glioma_tumor
image_168.jpg,meningioma_tumor
image_55.jpg,pituitary_tumor
image_442.jpg,pituitary_tumor
image_47.jpg,meningioma_tumor
image_94.jpg,meningioma_tumor
image_305.jpg,meningioma_tumor
image_109.jpg,meningioma_tumor
image_293.jpg,pituitary_tumor
image_196.jpg,pituitary_tumor
image_621.jpg,meningioma_tumor
image_514.jpg,meningioma_tumor
image_468.jpg,meningioma_tumor
image_371.jpg,glioma_tumor
image_408.jpg,glioma_tumor
image_8.jpg,meningioma_tumor
image_413.jpg,pituitary_tumor
image_424.jpg,meningioma_tumor
image_285.jpg,meningioma_tumor
image_276.jpg,glioma_tumor
image_584.jpg,glioma_tumor
image_70.jpg,glioma_tumor
image_265.jpg,glioma_tumor
image_433.jpg,glioma_tumor
image_299.jpg,normal
image_250.jpg,pituitary_tumor
image_575.jpg,meningioma_tumor
image_275.jpg,meningioma_tumor
image_150.jpg,glioma_tumor
image_125.jpg,meningioma_tumor
image_610.jpg,meningioma_tumor
image_531.jpg,pituitary_tumor
image_186.jpg,pituitary_tumor
image_334.jpg,meningioma_tumor
image_313.jpg,glioma_tumor
image_478.jpg,normal
image_311.jpg,meningioma_tumor
image_612.jpg,pituitary_tumor
image_32.jpg,glioma_tumor
image_589.jpg,glioma_tumor
image_507.jpg,glioma_tumor
image_571.jpg,glioma_tumor
image_487.jpg,glioma_tumor
image_142.jpg,glioma_tumor
image_20.jpg,glioma_tumor
image_173.jpg,meningioma_tumor
image_484.jpg,pituitary_tumor
image_483.jpg,glioma_tumor
image_26.jpg,glioma_tumor
image_447.jpg,meningioma_tumor
image_592.jpg,meningioma_tumor
image_608.jpg,meningioma_tumor
image_319.jpg,glioma_tumor
image_246.jpg,meningioma_tumor
image_339.jpg,meningioma_tumor
image_155.jpg,glioma_tumor
image_127.jpg,meningioma_tumor
image_368.jpg,pituitary_tumor
image_114.jpg,meningioma_tumor
image_174.jpg,glioma_tumor
image_58.jpg,pituitary_tumor
image_345.jpg,meningioma_tumor
image_223.jpg,pituitary_tumor
image_18.jpg,meningioma_tumor
image_321.jpg,pituitary_tumor
image_256.jpg,pituitary_tumor
image_328.jpg,glioma_tumor
image_594.jpg,pituitary_tumor
image_191.jpg,glioma_tumor
image_342.jpg,meningioma_tumor
image_544.jpg,glioma_tumor
image_292.jpg,glioma_tumor
image_95.jpg,glioma_tumor
image_181.jpg,pituitary_tumor
image_396.jpg,meningioma_tumor
image_355.jpg,normal
image_551.jpg,meningioma_tumor
image_335.jpg,pituitary_tumor
image_6.jpg,glioma_tumor
image_46.jpg,pituitary_tumor
image_577.jpg,pituitary_tumor
image_417.jpg,glioma_tumor
