ID,prediction
image_513.jpg,glioma_tumor
image_39.jpg,meningioma_tumor
image_66.jpg,meningioma_tumor
image_223.jpg,normal
image_48.jpg,meningioma_tumor
image_381.jpg,pituitary_tumor
image_401.jpg,pituitary_tumor
image_570.jpg,glioma_tumor
image_49.jpg,meningioma_tumor
image_573.jpg,meningioma_tumor
image_448.jpg,glioma_tumor
image_365.jpg,pituitary_tumor
image_12.jpg,meningioma_tumor
image_519.jpg,glioma_tumor
image_342.jpg,pituitary_tumor
image_610.jpg,glioma_tumor
image_524.jpg,glioma_tumor
image_344.jpg,pituitary_tumor
image_572.jpg,meningioma_tumor
image_238.jpg,normal
image_312.jpg,pituitary_tumor
image_464.jpg,glioma_tumor
image_285.jpg,pituitary_tumor
image_228.jpg,normal
image_193.jpg,normal
image_477.jpg,glioma_tumor
image_158.jpg,meningioma_tumor
image_377.jpg,pituitary_tumor
image_254.jpg,normal
image_319.jpg,pituitary_tumor
image_297.jpg,pituitary_tumor
image_36.jpg,meningioma_tumor
image_504.jpg,glioma_tumor
image_164.jpg,meningioma_tumor
image_237.jpg,normal
image_310.jpg,pituitary_tumor
image_591.jpg,meningioma_tumor
image_413.jpg,pituitary_tumor
image_122.jpg,meningioma_tumor
image_54.jpg,meningioma_tumor
image_206.jpg,normal
image_587.jpg,glioma_tumor
image_362.jpg,pituitary_tumor
image_526.jpg,glioma_tumor
image_266.jpg,normal
image_117.jpg,meningioma_tumor
image_304.jpg,pituitary_tumor
image_323.jpg,pituitary_tumor
image_523.jpg,glioma_tumor
image_234.jpg,normal
image_335.jpg,pituitary_tumor
image_199.jpg,normal
image_565.jpg,glioma_tumor
image_516.jpg,glioma_tumor
image_270.jpg,normal
image_547.jpg,glioma_tumor
image_241.jpg,normal
image_569.jpg,glioma_tumor
image_209.jpg,normal
image_279.jpg,pituitary_tumor
image_301.jpg,pituitary_tumor
image_202.jpg,normal
image_74.jpg,meningioma_tumor
image_111.jpg,meningioma_tumor
image_76.jpg,meningioma_tumor
image_324.jpg,meningioma_tumor
image_596.jpg,glioma_tumor
image_327.jpg,pituitary_tumor
image_291.jpg,pituitary_tumor
image_494.jpg,glioma_tumor
image_47.jpg,meningioma_tumor
image_177.jpg,meningioma_tumor
image_431.jpg,pituitary_tumor
image_207.jpg,normal
image_480.jpg,glioma_tumor
image_281.jpg,pituitary_tumor
image_31.jpg,meningioma_tumor
image_590.jpg,glioma_tumor
image_59.jpg,meningioma_tumor
image_69.jpg,meningioma_tumor
image_174.jpg,meningioma_tumor
image_231.jpg,normal
image_135.jpg,meningioma_tumor
image_566.jpg,glioma_tumor
image_84.jpg,meningioma_tumor
image_414.jpg,pituitary_tumor
image_453.jpg,glioma_tumor
image_226.jpg,normal
image_581.jpg,glioma_tumor
image_423.jpg,pituitary_tumor
image_394.jpg,pituitary_tumor
image_11.jpg,meningioma_tumor
image_150.jpg,meningioma_tumor
image_396.jpg,pituitary_tumor
image_188.jpg,normal
image_155.jpg,meningioma_tumor
image_560.jpg,glioma_tumor
image_283.jpg,pituitary_tumor
image_305.jpg,pituitary_tumor
image_218.jpg,normal
image_232.jpg,normal
image_272.jpg,pituitary_tumor
image_308.jpg,pituitary_tumor
image_99.jpg,meningioma_tumor
image_190.jpg,normal
image_264.jpg,normal
image_443.jpg,glioma_tumor
image_558.jpg,glioma_tumor
image_130.jpg,meningioma_tumor
image_290.jpg,pituitary_tumor
image_15.jpg,meningioma_tumor
image_88.jpg,meningioma_tumor
image_145.jpg,meningioma_tumor
image_583.jpg,glioma_tumor
image_211.jpg,normal
image_34.jpg,meningioma_tumor
image_215.jpg,normal
image_181.jpg,meningioma_tumor
image_271.jpg,normal
image_347.jpg,pituitary_tumor
image_296.jpg,pituitary_tumor
image_149.jpg,meningioma_tumor
image_503.jpg,glioma_tumor
image_405.jpg,pituitary_tumor
image_416.jpg,pituitary_tumor
image_479.jpg,glioma_tumor
image_198.jpg,normal
image_557.jpg,glioma_tumor
image_91.jpg,meningioma_tumor
image_22.jpg,meningioma_tumor
image_25.jpg,meningioma_tumor
image_436.jpg,pituitary_tumor
image_320.jpg,pituitary_tumor
image_277.jpg,pituitary_tumor
image_153.jpg,pituitary_tumor
image_132.jpg,meningioma_tumor
image_98.jpg,meningioma_tumor
image_129.jpg,meningioma_tumor
image_109.jpg,meningioma_tumor
image_275.jpg,pituitary_tumor
image_506.jpg,glioma_tumor
image_293.jpg,pituitary_tumor
image_603.jpg,glioma_tumor
image_534.jpg,glioma_tumor
image_114.jpg,glioma_tumor
image_154.jpg,meningioma_tumor
image_469.jpg,glioma_tumor
image_27.jpg,glioma_tumor
image_460.jpg,glioma_tumor
image_192.jpg,normal
image_137.jpg,meningioma_tumor
image_575.jpg,glioma_tumor
image_577.jpg,glioma_tumor
image_278.jpg,pituitary_tumor
image_419.jpg,pituitary_tumor
image_604.jpg,glioma_tumor
image_614.jpg,glioma_tumor
image_605.jpg,glioma_tumor
image_497.jpg,glioma_tumor
image_564.jpg,glioma_tumor
image_563.jpg,glioma_tumor
image_482.jpg,glioma_tumor
image_46.jpg,meningioma_tumor
image_411.jpg,pituitary_tumor
image_284.jpg,pituitary_tumor
image_383.jpg,pituitary_tumor
image_584.jpg,glioma_tumor
image_134.jpg,meningioma_tumor
image_392.jpg,pituitary_tumor
image_3.jpg,meningioma_tumor
image_300.jpg,pituitary_tumor
image_57.jpg,meningioma_tumor
image_355.jpg,pituitary_tumor
image_437.jpg,pituitary_tumor
image_465.jpg,glioma_tumor
image_574.jpg,glioma_tumor
image_262.jpg,normal
image_459.jpg,glioma_tumor
image_442.jpg,glioma_tumor
image_183.jpg,meningioma_tumor
image_182.jpg,meningioma_tumor
image_143.jpg,meningioma_tumor
image_594.jpg,glioma_tumor
image_6.jpg,meningioma_tumor
image_329.jpg,pituitary_tumor
image_337.jpg,pituitary_tumor
image_71.jpg,glioma_tumor
image_64.jpg,glioma_tumor
image_187.jpg,normal
image_530.jpg,glioma_tumor
image_384.jpg,pituitary_tumor
image_333.jpg,pituitary_tumor
image_251.jpg,normal
image_178.jpg,meningioma_tumor
image_75.jpg,meningioma_tumor
image_368.jpg,pituitary_tumor
image_303.jpg,pituitary_tumor
image_205.jpg,normal
image_24.jpg,meningioma_tumor
image_184.jpg,normal
image_609.jpg,glioma_tumor
image_476.jpg,glioma_tumor
image_108.jpg,meningioma_tumor
image_556.jpg,glioma_tumor
image_156.jpg,meningioma_tumor
image_235.jpg,normal
image_70.jpg,meningioma_tumor
image_600.jpg,glioma_tumor
image_555.jpg,glioma_tumor
image_361.jpg,pituitary_tumor
image_56.jpg,meningioma_tumor
image_349.jpg,pituitary_tumor
image_580.jpg,glioma_tumor
image_418.jpg,pituitary_tumor
image_352.jpg,pituitary_tumor
image_255.jpg,normal
image_502.jpg,glioma_tumor
image_92.jpg,meningioma_tumor
image_374.jpg,pituitary_tumor
image_447.jpg,glioma_tumor
image_160.jpg,meningioma_tumor
image_613.jpg,glioma_tumor
image_138.jpg,meningioma_tumor
image_33.jpg,meningioma_tumor
image_379.jpg,pituitary_tumor
image_186.jpg,normal
image_120.jpg,meningioma_tumor
image_151.jpg,meningioma_tumor
image_112.jpg,meningioma_tumor
image_315.jpg,pituitary_tumor
image_359.jpg,pituitary_tumor
image_606.jpg,glioma_tumor
image_10.jpg,meningioma_tumor
image_607.jpg,glioma_tumor
image_314.jpg,pituitary_tumor
image_430.jpg,pituitary_tumor
image_242.jpg,normal
image_119.jpg,meningioma_tumor
image_41.jpg,meningioma_tumor
image_388.jpg,pituitary_tumor
image_299.jpg,pituitary_tumor
image_168.jpg,meningioma_tumor
image_509.jpg,glioma_tumor
image_256.jpg,normal
image_615.jpg,glioma_tumor
image_245.jpg,normal
image_380.jpg,pituitary_tumor
image_561.jpg,glioma_tumor
image_313.jpg,pituitary_tumor
image_428.jpg,meningioma_tumor
image_307.jpg,pituitary_tumor
image_461.jpg,glioma_tumor
image_601.jpg,glioma_tumor
image_527.jpg,glioma_tumor
image_350.jpg,pituitary_tumor
image_487.jpg,glioma_tumor
image_432.jpg,pituitary_tumor
image_533.jpg,glioma_tumor
image_466.jpg,glioma_tumor
image_19.jpg,meningioma_tumor
image_450.jpg,pituitary_tumor
image_105.jpg,meningioma_tumor
image_481.jpg,glioma_tumor
image_274.jpg,pituitary_tumor
image_326.jpg,pituitary_tumor
image_90.jpg,pituitary_tumor
image_438.jpg,pituitary_tumor
image_457.jpg,glioma_tumor
image_567.jpg,glioma_tumor
image_520.jpg,glioma_tumor
image_316.jpg,pituitary_tumor
image_261.jpg,normal
image_338.jpg,pituitary_tumor
image_406.jpg,pituitary_tumor
image_485.jpg,glioma_tumor
image_474.jpg,glioma_tumor
image_95.jpg,meningioma_tumor
image_407.jpg,pituitary_tumor
image_124.jpg,meningioma_tumor
image_472.jpg,glioma_tumor
image_165.jpg,pituitary_tumor
image_484.jpg,glioma_tumor
image_543.jpg,glioma_tumor
image_441.jpg,glioma_tumor
image_508.jpg,glioma_tumor
image_358.jpg,pituitary_tumor
image_325.jpg,pituitary_tumor
image_62.jpg,meningioma_tumor
image_371.jpg,pituitary_tumor
image_37.jpg,meningioma_tumor
image_142.jpg,meningioma_tumor
image_551.jpg,glioma_tumor
image_288.jpg,pituitary_tumor
image_486.jpg,glioma_tumor
image_93.jpg,meningioma_tumor
image_619.jpg,glioma_tumor
image_249.jpg,normal
image_217.jpg,normal
image_495.jpg,glioma_tumor
image_354.jpg,pituitary_tumor
image_292.jpg,pituitary_tumor
image_197.jpg,normal
image_444.jpg,glioma_tumor
image_78.jpg,meningioma_tumor
image_203.jpg,normal
image_216.jpg,normal
image_60.jpg,meningioma_tumor
image_366.jpg,pituitary_tumor
image_126.jpg,glioma_tumor
image_45.jpg,meningioma_tumor
image_133.jpg,meningioma_tumor
image_265.jpg,normal
image_602.jpg,glioma_tumor
image_408.jpg,pituitary_tumor
image_463.jpg,glioma_tumor
image_43.jpg,meningioma_tumor
image_582.jpg,glioma_tumor
image_493.jpg,glioma_tumor
image_96.jpg,meningioma_tumor
image_576.jpg,glioma_tumor
image_201.jpg,normal
image_618.jpg,glioma_tumor
image_146.jpg,glioma_tumor
image_515.jpg,pituitary_tumor
image_529.jpg,glioma_tumor
image_592.jpg,glioma_tumor
image_229.jpg,normal
image_439.jpg,pituitary_tumor
image_68.jpg,meningioma_tumor
image_356.jpg,pituitary_tumor
image_269.jpg,normal
image_273.jpg,pituitary_tumor
image_351.jpg,pituitary_tumor
image_141.jpg,meningioma_tumor
image_540.jpg,glioma_tumor
image_157.jpg,meningioma_tumor
image_162.jpg,meningioma_tumor
image_511.jpg,glioma_tumor
image_616.jpg,glioma_tumor
image_89.jpg,meningioma_tumor
image_538.jpg,glioma_tumor
image_585.jpg,glioma_tumor
image_65.jpg,meningioma_tumor
image_404.jpg,pituitary_tumor
image_332.jpg,pituitary_tumor
image_510.jpg,glioma_tumor
image_456.jpg,glioma_tumor
image_212.jpg,normal
image_40.jpg,meningioma_tumor
image_221.jpg,normal
image_253.jpg,normal
image_180.jpg,meningioma_tumor
image_598.jpg,glioma_tumor
image_5.jpg,meningioma_tumor
image_512.jpg,glioma_tumor
image_258.jpg,normal
image_424.jpg,pituitary_tumor
image_224.jpg,normal
image_492.jpg,glioma_tumor
image_55.jpg,meningioma_tumor
image_343.jpg,pituitary_tumor
image_118.jpg,meningioma_tumor
image_330.jpg,pituitary_tumor
image_20.jpg,meningioma_tumor
image_505.jpg,glioma_tumor
